companyId;companyName;ticker;price;p_L;p_VP;p_Ebit;p_Ativo;eV_Ebit;margemBruta;margemEbit;margemLiquida;p_SR;p_CapitalGiro;p_AtivoCirculante;giroAtivos;roe;roa;roic;dividaliquidaPatrimonioLiquido;dividaLiquidaEbit;pl_Ativo;passivo_Ativo;liquidezCorrente;peg_Ratio;receitas_Cagr5;liquidezMediaDiaria;vpa;lpa;valorMercado;dy;lucros_Cagr5
321;BLUE TECH SOLUTIONS;BLUT4;1,52;-1,6637;0,1356;-1,8241;0,0409;-4,9065;;;;;-0,3192;-0,0409;0,0;-8,15;-2,46;-6,65;0,12;-1,59;0,3;0,7;0,0;0,05930102;;224305,0;11,2089;-0,9136;14115600,06;;
442;COPASA;CSMG3;14,39;8,558;0,7609;5,371;0,4387;8,3447;35,28;16,58;10,4;0,8904;842,5996;-0,5163;0,49;8,89;5,13;7,8;0,42;2,97;0,58;0,42;1,0;-0,61860194;7,89;21703881,04;18,9111;1,6815;5471841662,91;2,6708;8,05
448;ELETROBRAS;ELET3;36,87;18,0766;0,761;9,2279;0,3184;13,1912;56,99;24,48;12,5;2,2588;4,5089;-0,3805;0,14;4,21;1,76;4,52;0,32;3,9;0,42;0,58;1,76;-0,67141475;-9,01;441498192,56;48,4502;2,0397;85414847452,28;2,0979;6,5
448;ELETROBRAS;ELET5;62,46;30,6229;1,2892;15,6326;0,5393;13,1912;56,99;24,48;12,5;3,8266;7,6384;-0,6446;0,14;4,21;1,76;4,52;0,32;3,9;0,42;0,58;1,76;-1,13741702;-9,01;9369,0;48,4502;2,0397;85414847452,28;3,4456;6,5
448;ELETROBRAS;ELET6;38,9;19,0719;0,8029;9,736;0,3359;13,1912;56,99;24,48;12,5;2,3832;4,7572;-0,4014;0,14;4,21;1,76;4,52;0,32;3,9;0,42;0,58;1,76;-0,70838172;-9,01;103519768,78;48,4502;2,0397;85414847452,28;4,1494;6,5
453;COELBA;CEEB5;30,99;5,0418;1,2996;2,5518;0,3141;7,5605;28,15;22,24;11,26;0,5675;6,2769;-0,413;0,55;25,78;6,23;15,13;1,86;3,66;0,24;0,76;1,26;-0,88691221;15,08;6266,0;23,8462;6,1466;12417165408,7;20,4014;44,06
453;COELBA;CEEB6;60,68;9,8721;2,5446;4,9965;0,615;7,5605;28,15;22,24;11,26;1,1112;12,2906;-0,8087;0,55;25,78;6,23;15,13;1,86;3,66;0,24;0,76;1,26;-1,73661933;15,08;;23,8462;6,1466;12417165408,7;11,4612;44,06
453;COELBA;CEEB3;37,74;6,14;1,5826;3,1076;0,3825;7,5605;28,15;22,24;11,26;0,6911;7,6441;-0,503;0,55;25,78;6,23;15,13;1,86;3,66;0,24;0,76;1,26;-1,08009251;15,08;14511,46;23,8462;6,1466;12417165408,7;16,7525;44,06
449;CELESC;CLSC4;50,77;6,0013;0,6755;3,7501;0,1673;6,184;13,36;6,71;4,19;0,2517;3,4696;-0,2407;0,66;11,26;2,79;8,32;0,45;2,47;0,25;0,75;1,19;-0,1112458;13,22;260127,89;75,1636;8,4598;1938560211,08;10,1216;
449;CELESC;CLSC3;49,5;5,8512;0,6586;3,6563;0,1631;6,184;13,36;6,71;4,19;0,2454;3,3828;-0,2347;0,66;11,26;2,79;8,32;0,45;2,47;0,25;0,75;1,19;-0,10846301;13,22;28765,91;75,1636;8,4598;1938560211,08;9,4375;
464;CPFL ENERGIAS RENOVÁVEIS;CPRE3;18,23;8,4793;1,9763;6,3088;0,8982;6,8744;61,88;49,09;36,53;3,0972;-22,209;-1,045;0,29;23,31;10,59;22,55;0,18;0,57;0,45;0,54;0,78;-1,74761717;15,78;;9,2243;2,15;10824655047,92;;
462;COPEL;CPLE11;36,17;22,5375;0,944;6,6321;0,3971;9,6497;21,07;13,04;3,84;0,8647;5,283;-0,5051;0,46;4,19;1,76;8,15;0,43;3,02;0,42;0,57;1,54;-0,26674644;12,85;11006346,15;38,3141;1,6049;19796229827,5;12,0198;-0,39
462;COPEL;CPLE3;6,57;20,4688;0,8574;6,0233;0,3606;9,6497;21,07;13,04;3,84;0,7853;4,7981;-0,4588;0,46;4,19;1,76;8,15;0,43;3,02;0,42;0,57;1,54;-0,24226211;12,85;5816878,7;7,6628;0,321;19796229827,5;12,2542;-0,39
462;COPEL;CPLE5;23,0;71,6565;3,0015;21,0863;1,2625;9,6497;21,07;13,04;3,84;2,7491;16,797;-1,606;0,46;4,19;1,76;8,15;0,43;3,02;0,42;0,57;1,54;-0,84810177;12,85;17154,83;7,6628;0,321;19796229827,5;3,8505;-0,39
462;COPEL;CPLE6;7,37;22,9612;0,9618;6,7568;0,4045;9,6497;21,07;13,04;3,84;0,8809;5,3824;-0,5146;0,46;4,19;1,76;8,15;0,43;3,02;0,42;0,57;1,54;-0,27176131;12,85;97466576,85;7,6628;0,321;19796229827,5;12,0165;-0,39
458;CEMAR;ENMA6B;83,99;23,2276;4,3611;15,1759;1,7403;;30,5;17,89;11,69;2,7143;20,9984;-2,5023;0,64;18,78;7,49;15,45;0,44;1,54;0,4;0,6;1,37;-0,78234959;11,48;;19,2587;3,616;;2,417;8,23
458;CEMAR;ENMA3B;50,49;13,9631;2,6217;9,1229;1,0462;;30,5;17,89;11,69;1,6317;12,623;-1,5042;0,64;18,78;7,49;15,45;0,44;1,54;0,4;0,6;1,37;-0,47030398;11,48;;19,2587;3,616;;4,0206;8,23
331;BANCO BRASIL;BBAS3;38,88;4,1128;0,7276;3,2596;0,0532;3,2596;28,97;15,94;12,64;0,5197;2,4209;-0,0545;0,1;17,69;1,29;;;;0,07;0,92;12,02;0,05499074;-6,5;586401487,33;53,438;9,4534;111407413737,6;10,7268;30,98
350;CCX;CCXC3;1,16;-0,0979;-0,0255;-2,6208;0,3947;-2,5769;;;;;-0,0256;;0,0;-26,1;-403,26;0,97;;0,04;-15,45;16,45;0,06;0,00033069;;;-45,4066;-11,852;1973425,64;;
325;BANCO INTER;BIDI4;3,41;-234,1772;1,0583;-89,7238;0,229;-91,2149;50,04;-13,62;-5,22;12,2217;;-0,2361;0,02;-0,45;-0,1;;;;0,22;0,78;;0,12318621;5,8;44223197,08;3,2222;-0,0146;8991139764,53;0,4334;
325;BANCO INTER;BIDI11;10,4;-238,0687;1,0759;-91,2149;0,2328;-91,2149;50,04;-13,62;-5,22;12,4248;;-0,2401;0,02;-0,45;-0,1;;;;0,22;0,78;;0,1252333;5,8;189680308,83;9,6667;-0,0437;8991139764,53;0,4263;
325;BANCO INTER;BIDI3;3,4;-233,4904;1,0552;-89,4607;0,2283;-91,2149;50,04;-13,62;-5,22;12,1859;;-0,2354;0,02;-0,45;-0,1;;;;0,22;0,78;;0,12282497;5,8;9796295,5;3,2222;-0,0146;8991139764,53;0,4347;
563;IGUA SANEAMENTO S.A.;IGSN3;0,0;0,0;0,0;0,0;0,0;25,7399;32,68;10,45;-27,45;0,0;0,0;0,0;0,16;-14,2;-4,36;-0,09;1,39;25,74;0,31;0,69;3,8;0,0;16,89;;8,296;-1,1778;0,0;;
474;EQUATORIAL ENERGIA;EQTL3;26,45;12,7913;1,8344;5,3321;0,4213;9,4966;31,25;20,54;8,56;1,0952;4,6525;-0,5672;0,38;14,34;3,29;9,14;1,43;4,16;0,23;0,74;1,54;-0,35089526;24,97;189191990,0;14,4186;2,0678;29870393784,75;2,4197;26,81
353;INVESTIMENTOS BEMGE;FIGE3;12,03;2,0524;0,1913;1,2788;0,1889;0,4285;100,0;93,14;58,04;1,1911;14219,075;-0,1889;0,16;9,32;9,2;;;;0,99;0,01;;0,0082362;;902,5;62,9002;5,8614;9529251,72;0,205;-2,49
353;INVESTIMENTOS BEMGE;FIGE4;0,0;0,0;0,0;0,0;0,0;0,4285;100,0;93,14;58,04;0,0;0,0;0,0;0,16;9,32;9,2;;;;0,99;0,01;;0,0;;;62,9002;5,8614;9529251,72;;-2,49
459;COSERN;CSRN6;26,99;8,6736;3,2449;5,8233;0,832;7,8579;27,52;22,1;14,84;1,2869;-13,5818;-1,1452;0,65;37,41;9,59;18,97;1,31;2,35;0,26;0,74;0,82;1,1629379;15,05;2987,5;8,3178;3,1117;4291341629,51;16,3624;25,02
459;COSERN;CSRN3;25,48;8,1884;3,0633;5,4975;0,7855;7,8579;27,52;22,1;14,84;1,2149;-12,8219;-1,0812;0,65;37,41;9,59;18,97;1,31;2,35;0,26;0,74;0,82;1,09787543;15,05;6066,4;8,3178;3,1117;4291341629,51;15,7565;25,02
459;COSERN;CSRN5;25,71;8,2623;3,091;5,5471;0,7926;7,8579;27,52;22,1;14,84;1,2259;-12,9377;-1,0909;0,65;37,41;9,59;18,97;1,31;2,35;0,26;0,74;0,82;1,1077856;15,05;9199,0;8,3178;3,1117;4291341629,51;17,1771;25,02
451;CESP;CESP5;25,0;825,526;1,0797;15,282;0,5683;18,1659;29,46;23,05;0,43;3,5225;60,1801;-0,618;0,16;0,13;0,07;5,36;0,19;2,67;0,53;0,47;1,13;-8,29464693;6,56;8894,8;23,1554;0,0303;8302192833,55;;-50,99
451;CESP;CESP6;25,25;833,7813;1,0905;15,4348;0,574;18,1659;29,46;23,05;0,43;3,5577;60,7819;-0,6242;0,16;0,13;0,07;5,36;0,19;2,67;0,53;0,47;1,13;-8,3775934;6,56;75751511,28;23,1554;0,0303;8302192833,55;;-50,99
451;CESP;CESP3;25,55;843,6876;1,1034;15,6182;0,5808;18,1659;29,46;23,05;0,43;3,6;61,5041;-0,6316;0,16;0,13;0,07;5,36;0,19;2,67;0,53;0,47;1,13;-8,47712916;6,56;140577,0;23,1554;0,0303;8302192833,55;;-50,99
428;NOTRE DAME INTERMEDICA;GNDI3;66,95;-3584,8103;5,8356;104,4483;2,3776;109,3443;18,55;3,28;-0,1;3,423;79,6466;-3,0079;0,69;-0,16;-0,07;2,22;0,27;4,9;0,41;0,59;1,17;35,34405555;29,03;614805285,2;11,4727;-0,0187;41526443086,05;2,4093;
416;DIMED;PNVL3;9,94;17,5007;1,3701;11,7812;0,5817;17,5724;31,04;3,34;2,25;0,3935;2,4009;-1,3142;1,48;7,83;3,32;5,91;0,67;5,79;0,42;0,58;1,77;2,12355085;8,67;4546030,48;7,2551;0,568;1494752161,14;2,2347;9,99
416;DIMED;PNVL4;18,62;32,783;2,5665;22,069;1,0897;17,5724;31,04;3,34;2,25;0,7371;4,4974;-2,4618;1,48;7,83;3,32;5,91;0,67;5,79;0,42;0,58;1,77;3,9779192;8,67;;7,2551;0,568;1494752161,14;;9,99
477;REDE ENERGIA;REDE3;5,46;7,5174;2,742;3,2514;0,4527;5,6834;27,92;22,36;9,67;0,7271;5,3513;-0,6407;0,62;36,48;6,02;17,63;2,05;2,43;0,17;0,76;1,41;2,62422072;15,06;11232,81;1,9913;0,7263;11522365622,04;9,563;57,19
441;SABESP;SBSP3;51,67;11,5927;1,291;7,9647;0,6307;11,4282;34,96;20,93;14,38;1,6669;15,3434;-0,7229;0,38;11,14;5,44;6,97;0,56;3,46;0,49;0,51;1,48;0,62522251;6,69;167793227,37;40,0218;4,4571;35316954931,23;1,8245;0,67
562;HOTEIS OTHON S.A.;HOOT4;1,2;0,1988;-0,044;0,1556;0,0473;0,0218;65,92;159,14;124,56;0,2476;-0,0331;-0,0512;0,19;-22,15;23,81;-24,55;;-0,05;-1,08;2,14;0,05;-0,00058654;-20,33;4635,58;-27,2594;6,0369;9473392,8;;
562;HOTEIS OTHON S.A.;HOOT3;0,0;0,0;0,0;0,0;0,0;0,0218;65,92;159,14;124,56;0,0;0,0;0,0;0,19;-22,15;23,81;-24,55;;-0,05;-1,08;2,14;0,05;0,0;-20,33;;-27,2594;6,0369;9473392,8;;
634;AURA MINERALS INC.;AURA33;39,5;6,9003;1,6686;5,5227;0,786;6,4444;30,86;23,84;19,08;1,3168;5,057;-1,253;0,6;24,18;11,39;12,61;0,28;0,92;0,47;0,53;1,72;-0,42754398;;4640135,89;23,6725;5,7244;2794327170,0;3,6965;
559;CINESYSTEM S.A.;CNSY3;30,22;213,77;-32,7863;71,5563;4,8426;83,8769;11,85;10,38;3,48;7,4293;-31,74;-5,4807;0,65;-15,34;2,27;4,93;;12,32;-0,15;1,15;0,43;-1,9363695;-8,64;;-0,9217;0,1414;935885083,86;;23,61
558;CIMS S.A.;CMSA4;0,0;0,0;0,0;0,0;0,0;0,2319;;;;;0,0;0,0;0,0;-387,83;-380,84;-399,26;-0,93;0,23;0,98;0,02;50,48;0,0;;;0,0009;-0,0037;0,0;;
558;CIMS S.A.;CMSA3;0,0;0,0;0,0;0,0;0,0;0,2319;;;;;0,0;0,0;0,0;-387,83;-380,84;-399,26;-0,93;0,23;0,98;0,02;50,48;0,0;;;0,0009;-0,0037;0,0;;
561;FINANSINOS S.A.- CREDITO FINANC E INVEST;FNCN3;14,25;3,5413;0,9342;-9,6312;0,838;-9,6312;100,0;-47,99;130,53;4,6224;2,049;-1,7172;0,18;26,38;23,66;;;;0,9;0,1;4,97;-0,01033332;-19,89;55843,33;15,2532;4,024;13021336,5;;
801;HUMBERG AGRIBRASIL COM. E EXPORT. DE GRÃOS S.A.;GRAO3;0,0;0,0;0,0;0,0;0,0;1,1443;-1,07;3,48;2,2;0,0;0,0;0,0;4,62;1499,09;10,19;23,45;27,07;1,14;0,01;0,97;0,95;0,0;;;0,0686;1,0291;0,0;;
675;Mosaico Tecnologia ao Consumidor S.A.;MOSI3;8,24;32,2856;1,5627;76,4548;1,459;36,9443;89,47;6,23;14,75;4,7609;1,9101;-8,4013;0,31;4,84;4,52;0,25;-0,81;-39,51;0,93;0,07;13,23;;;6097270,0;5,2728;0,2552;1043149227,2;;
766;BLAU FARMACÊUTICA S.A.;BLAU3;28,46;16,2826;2,9011;12,0714;2,0919;11,0136;46,95;30,43;22,56;3,6728;3,9521;-7,0193;0,57;17,82;12,85;14,04;-0,25;-1,06;0,72;0,28;4,07;-1,43403357;;5872721,07;9,81;1,7479;5105551503,94;2,9857;
679;FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A;POWE3;10,9;23,915;0,9888;17,5519;0,3782;10,596;6,82;3,52;2,59;0,6184;6,5692;-0,7444;0,61;4,13;1,58;3,81;-0,39;-6,96;0,38;0,62;1,13;-1,76584555;;5388846,38;11,0237;0,4558;977237930,4;;
674;INTELBRAS S.A. IND DE TELEC ELETRONICA BRASILEIRA;INTB3;29,5;23,0276;4,5272;22,5126;2,212;21,9423;28,41;10,95;10,7;2,4644;6,0041;-7,796;0,9;19,66;9,61;14,68;-0,11;-0,57;0,49;0,51;2,06;-2,12257298;;26613468,19;6,5162;1,2811;9664527745,0;1,9059;
